label,Growth,Butyrate,Propionate,NH3,H2S,Methanethiol
OK-2,-5.215054318087687,46.66684378776433,-85.25596852434967,23.12358959887295,0.18359807702398545,0.2946022376492531
OK-3,-5.215054318088289,46.66684378777378,-85.25596852434978,23.123589598871156,0.18359807702415787,0.29460223764914756
OK-4,-5.097497588182058,46.61435506586109,-85.25971047229436,22.60234218492462,0.1794594452408454,0.2879613718847157
tOK-1,-3.3934945024747325,14.438603831128084,-24.790160930282532,15.04677984064546,-100.0,102.36977251566607
tOK-4,-4.623416074579731,5.762139275046446,-22.73125999424611,-100.0,0.5142667342602224,-100.0
